ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside
008216e31b1aecf0,xclick,/m/01g317,1,0.49779087,0.5213549,0.42793792,0.4722838,1,0,0,0,0
0089b8f6212315ec,xclick,/m/01g317,1,0.3921875,0.4046875,0.45208332,0.49791667,1,0,0,0,0
0089b8f6212315ec,xclick,/m/01g317,1,0.415625,0.4390625,0.44583333,0.50625,1,0,0,0,0
0089b8f6212315ec,xclick,/m/01g317,1,0.45,0.4703125,0.45,0.5104167,1,0,0,0,0
00a159a661a2f5aa,xclick,/m/01g317,1,0.3734375,0.4828125,0.46666667,0.8375,0,0,0,0,0
00b4064b073e51f3,xclick,/m/01g317,1,0.0,0.1125,0.31666666,1.0,0,1,0,0,0
00b4064b073e51f3,xclick,/m/01g317,1,0.8,1.0,0.0,1.0,0,1,0,0,0
00c9616a917be867,xclick,/m/05r655,1,0.25,0.8958333,0.0,0.9984375,1,1,0,0,0
00c9616a917be867,xclick,/m/01g317,1,0.0,0.16041666,0.2234375,0.6078125,1,1,1,0,0
00c9616a917be867,xclick,/m/01g317,1,0.34791666,0.46041667,0.2453125,0.6390625,1,0,0,0,0
00c9616a917be867,xclick,/m/01g317,1,0.84791666,1.0,0.2578125,0.73125,1,1,1,0,0
00c9616a917be867,xclick,/m/03bt1vf,1,0.25208333,0.90416664,0.0,0.996875,1,1,0,0,0
00c9616a917be867,xclick,/m/03bt1vf,1,0.33541667,0.45625,0.284375,0.6390625,1,0,0,0,0
00c9616a917be867,xclick,/m/03bt1vf,1,0.84166664,0.91041666,0.271875,0.5234375,1,0,0,0,0
00c9616a917be867,xclick,/m/04yx4,1,0.0,0.38333333,0.2203125,0.7265625,1,1,1,0,0
00c9616a917be867,xclick,/m/04yx4,1,0.033333335,0.09166667,0.2515625,0.590625,1,0,0,0,0
00c9616a917be867,xclick,/m/04yx4,1,0.14375,0.34583333,0.253125,0.725,1,0,0,0,0
00c9616a917be867,xclick,/m/04yx4,1,0.62708336,0.9,0.271875,0.8484375,1,0,0,0,0
00c9616a917be867,xclick,/m/04yx4,1,0.8666667,0.9791667,0.271875,0.6828125,1,0,0,0,0
00ccda615ec9731d,xclick,/m/01g317,1,0.0,0.06875,0.0,0.078125,1,1,0,0,0
00ccda615ec9731d,xclick,/m/01g317,1,0.875,0.99791664,0.1515625,0.6015625,1,1,0,0,0
00cdf56c63191fd3,xclick,/m/05r655,1,0.041597337,0.4575707,0.03522505,0.93542075,0,0,0,0,0
00cdf56c63191fd3,xclick,/m/05r655,1,0.5440932,0.953411,0.54011744,0.9373777,0,0,0,0,0
00cdf56c63191fd3,xclick,/m/01g317,1,0.14808652,0.91347754,0.77103716,0.9138943,0,0,1,0,0
00cdf56c63191fd3,xclick,/m/03bt1vf,1,0.041597337,0.45424291,0.025440313,0.93542075,0,0,0,0,0
00cdf56c63191fd3,xclick,/m/03bt1vf,1,0.54242927,0.95840263,0.54011744,0.9432485,0,0,0,0,0
00d33e05424ff8cc,xclick,/m/01g317,1,0.0,1.0,0.48337027,1.0,0,0,1,0,0
00d33e05424ff8cc,xclick,/m/01g317,1,0.06754772,0.086637296,0.3968958,0.46341464,0,0,0,1,0
00d33e05424ff8cc,xclick,/m/01g317,1,0.13215859,0.8370044,0.0864745,0.26385808,0,0,1,0,0
00d33e05424ff8cc,xclick,/m/01g317,1,0.29368576,0.3274596,0.37472284,0.4323725,0,0,0,0,0
00d33e05424ff8cc,xclick,/m/01g317,1,0.58883995,0.6167401,0.37028825,0.4390244,0,0,0,0,0
00dc0530e6779ca6,xclick,/m/01g317,1,0.21238938,0.4181416,0.13569322,0.48377582,1,0,0,0,0
00dc0530e6779ca6,xclick,/m/01g317,1,0.3539823,0.47345132,0.25073746,0.42477876,1,0,0,0,0
00dc0530e6779ca6,xclick,/m/01g317,1,0.50884956,0.63274336,0.33333334,0.5014749,1,0,0,0,0
00dc0530e6779ca6,xclick,/m/01g317,1,0.6039823,0.7765487,0.3761062,0.5117994,1,0,0,0,0
00dc0530e6779ca6,xclick,/m/01g317,1,0.8163717,0.9977876,0.2861357,0.8613569,1,1,0,0,0
00dd0e03accfc071,xclick,/m/01g317,1,0.18584071,0.9985251,0.0,0.99557525,0,1,0,0,0
00e1d2263a7ec1e8,xclick,/m/01g317,1,0.36041668,0.69375,0.6109375,0.9984375,1,1,0,0,0
00e8e1122ed9f31c,xclick,/m/01g317,1,0.13254787,0.7776141,0.24557522,1.0,0,0,1,0,0
00e9084d1bc8e0ea,xclick,/m/01g317,1,0.048672568,0.3038348,0.0,0.54867256,1,0,0,0,0
00e9084d1bc8e0ea,xclick,/m/01g317,1,0.13716814,0.46755162,0.0,0.6792035,0,1,0,0,0
00e9084d1bc8e0ea,xclick,/m/01g317,1,0.460177,0.6519174,0.0,0.54867256,1,1,0,0,0
00e9084d1bc8e0ea,xclick,/m/01g317,1,0.71091443,0.89528024,0.0,0.5862832,1,1,0,0,0
00e9084d1bc8e0ea,xclick,/m/01g317,1,0.960177,1.0,0.0,1.0,0,1,0,0,0
00ec4ba83d648c33,xclick,/m/01g317,1,0.49791667,0.70416665,0.33888888,0.70555556,0,1,0,0,0
010d42acb7498094,xclick,/m/01g317,1,0.4941003,0.5545723,0.28097346,0.67477876,0,0,0,0,0
010d42acb7498094,xclick,/m/04yx4,1,0.48967552,0.58112097,0.26327434,0.6792035,1,0,0,0,0
010d42acb7498094,xclick,/m/04yx4,1,0.5619469,0.6179941,0.0,0.053097345,0,1,0,0,0
010d42acb7498094,xclick,/m/04yx4,1,0.7300885,0.820059,0.0,0.16814159,0,1,0,0,0
01125dd72c09cc5a,xclick,/m/05r655,1,0.058333334,0.26944444,0.275,0.80833334,1,0,0,0,0
01125dd72c09cc5a,xclick,/m/05r655,1,0.13333334,0.45555556,0.45625,0.9375,0,0,0,0,0
01125dd72c09cc5a,xclick,/m/05r655,1,0.35277778,0.6111111,0.31458333,0.79791665,0,0,0,0,0
01125dd72c09cc5a,xclick,/m/05r655,1,0.45277777,0.56666666,0.37708333,0.59583336,0,0,0,0,0
01125dd72c09cc5a,xclick,/m/05r655,1,0.5138889,0.89166665,0.56875,0.9291667,0,0,0,0,0
01125dd72c09cc5a,xclick,/m/05r655,1,0.6611111,0.8527778,0.35833332,0.7708333,0,0,0,0,0
01125dd72c09cc5a,xclick,/m/01g317,1,0.058333334,0.8888889,0.23125,0.9375,0,0,1,0,0
0112fe23f8a0eaaf,xclick,/m/01g317,1,0.18699187,0.35609755,0.64128256,0.9759519,0,0,0,0,0
0112fe23f8a0eaaf,xclick,/m/01g317,1,0.4878049,0.7723577,0.250501,0.69138277,0,0,0,0,0
011417767312812e,xclick,/m/01g317,1,0.32310468,0.5469314,0.0,0.3501805,0,0,0,1,0
011417767312812e,xclick,/m/01g317,1,0.71119136,0.87184113,0.0,0.54873645,0,0,0,1,0
011417767312812e,xclick,/m/01bl7v,1,0.0433213,0.5451264,0.22924188,0.99819493,0,0,0,1,0
011417767312812e,xclick,/m/01bl7v,1,0.36101082,0.7761733,0.29783395,0.9801444,0,0,0,1,0
011417767312812e,xclick,/m/04yx4,1,0.036101084,0.5451264,0.23285198,1.0,0,1,0,0,0
011417767312812e,xclick,/m/04yx4,1,0.3700361,0.78700364,0.299639,0.98916966,0,0,0,0,0
011417767312812e,xclick,/m/04yx4,1,0.70577615,0.9043321,0.0,0.57942235,1,0,0,0,0
0116632f904277c7,xclick,/m/01g317,1,0.0,1.0,0.0,0.9419569,0,0,1,0,0
0116632f904277c7,xclick,/m/04yx4,1,0.114173226,0.96850395,0.06301824,0.87230515,0,0,0,0,0
0124faec67465fe5,xclick,/m/01g317,1,0.07438017,0.75206614,0.02208202,0.9794953,1,0,0,1,0
0124faec67465fe5,xclick,/m/01g317,1,0.11983471,0.38636363,0.39589906,0.87539434,1,0,0,1,0
0124faec67465fe5,xclick,/m/01g317,1,0.6652893,0.99793386,0.2429022,0.6640379,1,1,0,1,0
012bfb1d9f9afc48,xclick,/m/01g317,1,0.57473683,0.68421054,0.31733745,0.40402478,0,0,0,0,0
012bfb1d9f9afc48,xclick,/m/01g317,1,0.5957895,0.7157895,0.47368422,0.5650155,0,0,0,0,0
012bfb1d9f9afc48,xclick,/m/01g317,1,0.68,0.7747368,0.30495358,0.39628482,0,0,0,0,0
012bfb1d9f9afc48,xclick,/m/01g317,1,0.73263156,0.86315787,0.50773996,0.5959752,0,0,0,0,0
012bfb1d9f9afc48,xclick,/m/01g317,1,0.77894735,0.85473686,0.4148607,0.4473684,0,0,0,0,0
012bfb1d9f9afc48,xclick,/m/01g317,1,0.7978947,0.8926316,0.5294118,0.5975232,0,0,0,0,0
012bfb1d9f9afc48,xclick,/m/01g317,1,0.85263157,0.93473685,0.42260063,0.4613003,0,0,0,0,0
012bfb1d9f9afc48,xclick,/m/01g317,1,0.85473686,0.9389474,0.5232198,0.62074304,0,0,0,0,0
012bfb1d9f9afc48,xclick,/m/01g317,1,0.8968421,0.9431579,0.3513932,0.39473686,0,0,0,0,0
012bfb1d9f9afc48,xclick,/m/04yx4,1,0.07789474,0.48421052,0.78018576,0.9613003,1,0,0,0,0
012bfb1d9f9afc48,xclick,/m/04yx4,1,0.10526316,0.56210524,0.049535602,0.54489166,1,0,0,0,0
012bfb1d9f9afc48,xclick,/m/04yx4,1,0.6905263,0.76842105,0.30959752,0.3978328,1,0,0,0,0
012dc31b561d4214,xclick,/m/01g317,1,0.0,0.828125,0.39583334,0.99791664,1,1,0,0,0
012dc31b561d4214,xclick,/m/01g317,1,0.321875,0.3625,0.6333333,0.6875,1,0,0,1,0
012dc31b561d4214,xclick,/m/01g317,1,0.3453125,0.38125,0.4625,0.51875,1,0,0,1,0
012dc31b561d4214,xclick,/m/01g317,1,0.359375,0.40625,0.33958334,0.39375,1,0,0,1,0
013b99371484d3d5,xclick,/m/01g317,1,0.8828125,0.90625,0.28541666,0.33958334,1,0,0,1,0
013b99371484d3d5,xclick,/m/04yx4,1,0.90625,0.9609375,0.35833332,0.6479167,0,0,0,0,0
013e4b54ccdf22aa,xclick,/m/01g317,1,0.0,0.1921875,0.072916664,0.39791667,1,0,0,0,0
013e4b54ccdf22aa,xclick,/m/03bt1vf,1,0.0,0.2953125,0.17083333,1.0,0,1,0,0,0
013e4b54ccdf22aa,xclick,/m/04yx4,1,0.0,0.246875,0.075,0.93333334,0,0,0,0,0
013e4b54ccdf22aa,xclick,/m/04yx4,1,0.6453125,1.0,0.0,1.0,0,1,0,0,0
01491bf840ae9939,xclick,/m/01g317,1,0.28903654,0.8189369,0.17288801,0.8762279,0,0,0,0,0
014d85b26445629d,xclick,/m/05r655,1,0.036873158,0.11061947,0.3738938,0.5862832,1,0,0,0,0
014d85b26445629d,xclick,/m/05r655,1,0.08702065,0.26253688,0.3738938,0.6482301,1,0,1,0,0
014d85b26445629d,xclick,/m/05r655,1,0.25368732,0.37020648,0.43141592,0.74115044,1,0,0,0,0
014d85b26445629d,xclick,/m/05r655,1,0.32743362,0.35545722,0.38938054,0.4778761,1,0,0,0,0
014d85b26445629d,xclick,/m/05r655,1,0.35545722,0.4439528,0.5442478,0.7345133,1,0,0,0,0
014d85b26445629d,xclick,/m/05r655,1,0.39970502,0.44100294,0.4358407,0.6482301,1,0,0,0,0
014d85b26445629d,xclick,/m/05r655,1,0.59292036,0.6415929,0.46238938,0.73893803,1,0,0,0,0
014d85b26445629d,xclick,/m/05r655,1,0.6017699,0.6696165,0.39823008,0.7278761,1,0,0,0,0
014d85b26445629d,xclick,/m/05r655,1,0.71681416,0.78466076,0.4181416,0.5420354,1,0,0,0,0
014d85b26445629d,xclick,/m/01g317,1,0.0,1.0,0.25884956,0.99336284,0,1,1,0,0
014d85b26445629d,xclick,/m/03bt1vf,1,0.43067846,0.72713864,0.03318584,1.0,1,1,0,0,0
014d85b26445629d,xclick,/m/04yx4,1,0.0,0.044247787,0.32300884,0.46460176,1,0,0,0,0
014d85b26445629d,xclick,/m/04yx4,1,0.0029498525,0.073746316,0.24336283,0.36504424,1,0,0,0,0
014d85b26445629d,xclick,/m/04yx4,1,0.0899705,0.17551622,0.28761062,0.44469026,1,0,0,0,0
014d85b26445629d,xclick,/m/04yx4,1,0.22566372,0.28466076,0.30752212,0.39159292,1,0,0,0,0
014d85b26445629d,xclick,/m/04yx4,1,0.6666667,0.71681416,0.32079646,0.45353982,1,0,0,0,0
014d85b26445629d,xclick,/m/04yx4,1,0.87905604,0.99115044,0.35840708,0.48230088,1,0,0,0,0
01585331c93c424e,xclick,/m/01g317,1,0.278125,0.9984375,0.0,0.99791664,0,1,0,0,0
015b32cb4975e12f,xclick,/m/01g317,1,0.14761905,0.98253965,0.0,0.6899384,1,1,0,0,0
015f5cd905204962,xclick,/m/01g317,1,0.0671875,0.20625,0.13541667,0.8333333,0,0,0,0,0
0175f160ca091e7e,xclick,/m/05r655,1,0.29591838,0.7270408,0.011904762,0.9591837,0,0,0,0,0
0175f160ca091e7e,xclick,/m/05r655,1,0.32142857,0.45408162,0.0,0.26020408,0,1,0,0,0
0175f160ca091e7e,xclick,/m/01g317,1,0.2780612,0.45408162,0.0,0.26020408,1,0,0,0,0
0175f160ca091e7e,xclick,/m/01g317,1,0.7270408,1.0,0.11054422,0.64285713,1,1,1,0,0
0175f160ca091e7e,xclick,/m/03bt1vf,1,0.29081634,0.7270408,0.011904762,0.96088433,0,0,0,0,0
0177ba1593d54279,xclick,/m/01g317,1,0.0,0.9572271,0.0,0.8141593,0,1,0,0,0
017b690dbb7552db,xclick,/m/01g317,1,0.19321534,0.28761062,0.25442478,0.46902654,1,0,0,0,0
017b690dbb7552db,xclick,/m/04yx4,1,0.7522124,0.8893805,0.2300885,0.80309737,0,0,0,0,0
0182bd2e43596b71,xclick,/m/01g317,1,0.0,1.0,0.027083334,1.0,0,1,1,0,0
0182bd2e43596b71,xclick,/m/03bt1vf,1,0.05,0.128125,0.3875,0.8020833,1,0,0,0,0
0182bd2e43596b71,xclick,/m/04yx4,1,0.0,0.08125,0.35625,1.0,0,1,0,0,0
0182bd2e43596b71,xclick,/m/04yx4,1,0.125,0.1953125,0.38125,0.7625,0,0,0,0,0
0182bd2e43596b71,xclick,/m/04yx4,1,0.2046875,0.3234375,0.38125,0.8333333,0,0,0,0,0
0182bd2e43596b71,xclick,/m/04yx4,1,0.328125,0.596875,0.31041667,1.0,0,1,0,0,0
0182bd2e43596b71,xclick,/m/04yx4,1,0.5390625,0.8015625,0.26041666,1.0,1,1,0,0,0
01877d79c356fad3,xclick,/m/05r655,1,0.36101082,0.89169675,0.24548736,0.5306859,0,0,0,0,0
01877d79c356fad3,xclick,/m/01g317,1,0.0,0.05234657,0.0,0.12815884,1,1,0,0,0
01877d79c356fad3,xclick,/m/01g317,1,0.732852,0.75090253,0.1101083,0.20397112,0,0,0,0,0
01877d79c356fad3,xclick,/m/01g317,1,0.7689531,0.8194946,0.1534296,0.21480145,0,0,0,0,0
018d4a117c1d7e16,xclick,/m/01g317,1,0.082474224,0.634757,0.19247788,0.9977876,0,1,0,0,0
0197df7725980004,xclick,/m/01g317,1,0.1988218,1.0,0.028761063,0.42699116,0,0,1,0,0
0197df7725980004,xclick,/m/03bt1vf,1,0.1988218,0.2827688,0.030973451,0.35840708,0,0,0,0,0
0197df7725980004,xclick,/m/03bt1vf,1,0.26067746,0.35493374,0.028761063,0.36283186,0,0,0,0,0
0197df7725980004,xclick,/m/03bt1vf,1,0.9293078,1.0,0.17920354,0.42920354,1,0,0,0,0
019a3d18cb357cf3,xclick,/m/01g317,1,0.019345239,0.05059524,0.54605263,0.64254385,0,0,0,0,0
019a3d18cb357cf3,xclick,/m/01g317,1,0.052083332,0.08035714,0.5635965,0.6315789,1,0,0,0,0
019a3d18cb357cf3,xclick,/m/01g317,1,0.57589287,0.5952381,0.0,0.07236842,1,0,0,0,0
019a3d18cb357cf3,xclick,/m/01g317,1,0.8035714,0.8630952,0.00877193,0.0877193,1,0,1,0,0
019e5df10a052b49,xclick,/m/01g317,1,0.014440433,0.39169675,0.71841156,1.0,0,0,0,0,0
019e5df10a052b49,xclick,/m/01g317,1,0.1696751,0.45848376,0.6046931,0.9025271,0,0,0,0,0
019e5df10a052b49,xclick,/m/01g317,1,0.44765344,0.77256316,0.4061372,0.5090253,0,0,1,0,0
019e5df10a052b49,xclick,/m/01g317,1,0.49097472,0.75090253,0.7238267,1.0,0,0,0,0,0
019e5df10a052b49,xclick,/m/01g317,1,0.6841155,0.9566787,0.19855596,0.599278,0,0,0,0,0
01a6c89f9885d483,xclick,/m/01g317,1,0.1179941,0.15781711,0.5575221,0.7345133,0,0,0,0,0
01a6c89f9885d483,xclick,/m/01g317,1,0.46902654,0.56047195,0.39823008,0.829646,1,0,0,0,0
01a6c89f9885d483,xclick,/m/01g317,1,0.5339233,0.67109144,0.3318584,0.8606195,0,0,0,0,0
01a6c89f9885d483,xclick,/m/03bt1vf,1,0.095870204,0.1519174,0.5619469,0.7345133,0,0,0,0,0
01a6c89f9885d483,xclick,/m/03bt1vf,1,0.107669614,0.16076696,0.5575221,0.7367257,0,0,0,0,0
01a6c89f9885d483,xclick,/m/03bt1vf,1,0.27286136,0.30088496,0.61283183,0.6858407,0,0,0,0,0
01a6c89f9885d483,xclick,/m/03bt1vf,1,0.36725664,0.41445428,0.42256638,0.54646015,0,0,0,1,0
01a6c89f9885d483,xclick,/m/03bt1vf,1,0.65929204,0.88053095,0.2300885,0.96681416,0,0,0,0,0
01a89173a0001efc,xclick,/m/01g317,1,0.2578125,0.29375,0.49166667,0.6041667,1,0,0,0,0
01a89173a0001efc,xclick,/m/01g317,1,0.475,0.496875,0.50208336,0.6020833,1,0,0,0,0
01a89173a0001efc,xclick,/m/01g317,1,0.54375,0.5640625,0.39791667,0.43958333,1,0,0,0,0
01a89173a0001efc,xclick,/m/01g317,1,0.8609375,0.89375,0.5,0.60625,1,0,0,0,0
01ab773186c630c4,xclick,/m/01g317,1,0.0,1.0,0.2141058,0.86649877,0,0,1,0,0
01ab773186c630c4,xclick,/m/03bt1vf,1,0.0090673575,0.08678757,0.50125945,0.6901763,0,0,0,0,0
01ab773186c630c4,xclick,/m/03bt1vf,1,0.018134715,0.09196891,0.35768262,0.5743073,1,0,0,0,0
01ab773186c630c4,xclick,/m/03bt1vf,1,0.08937824,0.14378238,0.50125945,0.67506295,0,0,0,0,0
01ab773186c630c4,xclick,/m/03bt1vf,1,0.11787565,0.1865285,0.34760705,0.5843829,1,0,0,0,0
01ab773186c630c4,xclick,/m/03bt1vf,1,0.59067357,0.64248705,0.24937028,0.59949625,1,0,0,0,0
01ab773186c630c4,xclick,/m/03bt1vf,1,0.67746115,0.738342,0.28463477,0.5869018,1,0,0,0,0
01ab773186c630c4,xclick,/m/03bt1vf,1,0.6930052,0.753886,0.25944585,0.6221663,0,0,0,0,0
01ab773186c630c4,xclick,/m/03bt1vf,1,0.78367877,0.83549225,0.20654912,0.59697735,1,0,0,0,0
01ab773186c630c4,xclick,/m/03bt1vf,1,0.8199482,0.89896375,0.23173803,0.59193957,0,0,0,0,0
01ab773186c630c4,xclick,/m/03bt1vf,1,0.9533679,0.9987047,0.24685138,0.5541562,0,0,0,0,0
01ada3c0d980be5e,xclick,/m/01g317,1,0.0,0.038404725,0.3222958,0.6048565,0,1,0,0,0
01ada3c0d980be5e,xclick,/m/01g317,1,0.0,0.1211226,0.6512141,1.0,0,1,0,0,0
01ada3c0d980be5e,xclick,/m/01g317,1,0.0088626295,0.20088626,0.46136865,0.8344371,1,0,0,0,0
01ada3c0d980be5e,xclick,/m/01g317,1,0.11816839,0.17577548,0.30684328,0.52538633,0,0,0,1,0
01ada3c0d980be5e,xclick,/m/01g317,1,0.19793205,0.38552436,0.45916116,0.81898457,0,0,0,0,0
01ada3c0d980be5e,xclick,/m/01g317,1,0.3264402,0.4519941,0.41501105,0.66225165,0,0,0,0,0
01ada3c0d980be5e,xclick,/m/01g317,1,0.366322,0.717873,0.57615894,1.0,0,0,0,0,0
01ada3c0d980be5e,xclick,/m/01g317,1,0.47710487,0.5672083,0.4437086,0.6490066,1,0,0,0,0
01ada3c0d980be5e,xclick,/m/01g317,1,0.4830133,0.6499261,0.49006623,0.85209715,1,0,0,0,0
01ada3c0d980be5e,xclick,/m/01g317,1,0.5745938,0.6381093,0.21633554,0.3554084,0,0,0,1,0
01ada3c0d980be5e,xclick,/m/01g317,1,0.6661743,0.74593794,0.29139072,0.41942605,0,0,0,0,0
01ada3c0d980be5e,xclick,/m/01g317,1,0.6927622,0.8153619,0.46578366,0.73289186,0,0,0,0,0
01ada3c0d980be5e,xclick,/m/01g317,1,0.89660263,1.0,0.45033112,0.6401766,0,0,0,0,0
01b4f093f795747b,xclick,/m/05r655,1,0.1942605,0.93598235,0.16666667,0.9985251,1,1,0,0,0
01b4f093f795747b,xclick,/m/01g317,1,0.9315673,0.9977925,0.2581121,0.59882003,0,1,0,0,0
01b4f093f795747b,xclick,/m/03bt1vf,1,0.1942605,0.93818986,0.1740413,1.0,0,1,0,0,0
01b4f093f795747b,xclick,/m/04yx4,1,0.5386313,0.9580574,0.06784661,0.600295,1,0,0,0,0
01b95ffb7ee0752c,xclick,/m/01g317,1,0.47050148,0.6283186,0.29424778,0.6858407,0,0,0,1,0
01ba306be0fb6e3b,xclick,/m/01g317,1,0.0,0.19756427,0.29638556,0.91566265,1,0,0,1,0
01ba306be0fb6e3b,xclick,/m/01g317,1,0.1420839,0.24763194,0.33493975,0.88433737,1,0,0,1,0
